2021-12-02T00:00:48.014+09:00,eobeom,IdeState,Active,Java,Popup,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:48.424+09:00,eobeom,Action,RunClass,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:49.026+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:50.030+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:51.034+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:52.044+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:53.053+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:54.056+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:55.067+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:56.079+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:57.092+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:58.097+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:00:59.105+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:00.113+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:01.128+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:02.132+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:03.144+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:04.145+09:00,eobeom,IdeState,Active,Java,Editor,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:05.155+09:00,eobeom,IdeState,Active,Java,Popup,E:/Java/src/week6/SchoolTest.java,,58,5,Default task
2021-12-02T00:01:05.186+09:00,eobeom,Action,Start/Stop Activity Tracking,,,,,-1,-1,
